year,make,model,price
2023,Buick,Envision Essence AWD,37600.0
2023,Buick,Envision Avenir,45660.0
2023,Buick,Encore Preferred AWD,26820.0
2023,Buick,Envision Avenir AWD,45760.0
2023,Buick,Enclave Essence,44800.0
2023,Buick,Enclave Premium,52035.0
2023,Buick,Enclave Preferred,58100.0
2023,Tesla,Model S LR,88500.0
2023,Tesla,Model X LR Plus,98500.0
2023,Tesla,Model 3 LR AWD,47240.0
2023,Tesla,Model 3 LR RWD,58430.0
2023,Tesla,Model Y SR Plus RWD 60kWh,60000.0
2023,Tesla,Cybertruck,39900.0
2023,Tesla,Model S,94990.0
2023,Tesla,Model 3,43990.0
2023,Tesla,Semi Long Range,195200.0
2023,Tesla,Cybertruck Single Motor RWD,39900.0
2023,Tesla,Model 3 Long Range AWD,58990.0
2023,Tesla,Model X Standard Range plus AWD,99990.0
2023,Tesla,Model 3 Performance AWD,60990.0
2023,Tesla,Model X Long Range AWD,106990.0
2023,Tesla,Cybertruck Tri Motor AWD,69900.0
2023,Tesla,Cybertruck Dual Motor AWD,49900.0
2023,Tesla,Model Y Standard Range,43990.0
2023,Tesla,Model X,109990.0
2023,Tesla,Model S Plaid,114990.0
2023,Tesla,Model S Long Range,96990.0
2023,Tesla,Model 3 Performance,53990.0
2023,Tesla,Model Y,60000.0
2023,Tesla,Model 3 Standard Plus,44990.0
2023,Tesla,Model 3 Standard Plus RWD,60900.0
2023,Tesla,Model Y Long Range,52990.0
2023,Tesla,Model X Performance,107990.0
2023,Tesla,Model S Performance,104990.0
2023,Tesla,S Performance,104990.0
2023,Tesla,X Performance,120990.0
2023,Tesla,Model 3 Long Range,51990.0
2023,Tesla,Model X Plaid,119990.0
2023,Tesla,Model X Long Range,107990.0
